index,mse,js_per_seq,js_conc,poiss,pr_corr,sp_corr,targets,pred type,eval type,bin_size,data_dir,l_rate,loss_fn,model_fn,num_epochs,window_size,run_dir
13,1.713075,0.41343048,0.46742514304220956,,0.48775081100487994,0.28948985403709804,PC-3,raw,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
14,1.0172749,0.39141065,0.42775604332512446,,0.5663081071724309,0.33641898830707107,MCF,raw,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,1.652406,0.1412894,0.18808553582739795,,0.5051143315484155,0.343349209722803,GM21381,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
1,1.6357049,0.2141956,0.2548176620059718,,0.616564072787879,0.5768843903584454,GM23338,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
2,1.4739709,0.18099758,0.22119555774691696,,0.5835209743715918,0.611386250166373,HepG2,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
3,2.045451,0.20469537,0.26054792275282446,,0.5464841358530462,0.42149220733717246,RWPE2,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
4,2.034401,0.16713665,0.20760754682204363,,0.38055453029932634,0.23070580788586764,HG03575,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
5,1.3512421,0.14753917,0.18240566549228737,,0.6175597880754407,0.5612955445686862,K562,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
6,1.8327059,0.19610037,0.25430722486584795,,0.4710352606931193,0.29892423788086425,DND-41,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
7,1.5517439,0.17648733,0.22835331230455022,,0.5442052170119148,0.46178134342071026,GM12878,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
8,1.3266128,0.13825317,0.18338791488994194,,0.6569230920331867,0.6211269423824676,A549,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
9,1.7127955,0.173015,0.23582096695631433,,0.6152183423625472,0.396575484300802,HCT116,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
10,1.936689,0.2055632,0.2596523353372469,,0.508783664025441,0.31956212566187536,IMR-90,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
11,1.5772256,0.14583497,0.18750661599884622,,0.5675723827948922,0.4667234685135533,NCI-H929,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
12,1.3518779,0.15158722,0.1971255267613351,,0.5788761350595619,0.4207278921049933,Panc1,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
13,2.280675,0.22915725,0.3011609195443402,,0.4877508111024567,0.2894898541310885,PC-3,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
14,1.917432,0.20329863,0.26895090179065234,,0.5663081073868622,0.33641898821513627,MCF,scaled,whole,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,4.021838,0.30994007,0.33719576792793277,,0.7538480730742388,0.554046873300387,MCF,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,6.3784556,0.2148413,0.2566660475078356,,0.7538480732104373,0.5540469141949262,MCF,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,1.960734,0.25192627,0.2736034979355441,,0.8170385784611354,0.6668362402052426,Panc1,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,4.6098976,0.15280047,0.1915013699750228,-0.47431478,0.8170385785208096,0.6668362096629369,Panc1,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,2.1987522,0.24728966,0.2764610158209941,,0.7697749109832014,0.6373076202294264,GM12878,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,4.7192073,0.18724774,0.21899128277294966,-0.26397762,0.7697749109127319,0.6373076707924055,GM12878,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,2.7126553,0.26714706,0.2846618180567433,-0.037629332,0.77440182401825,0.5816058942298292,GM21381,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,4.666322,0.16609803,0.19623445349059263,-0.5870664,0.7744018242251407,0.5816058683979493,GM21381,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,3.2941895,0.2777485,0.30393557811523997,,0.8327032744048182,0.6037888141220747,HCT116,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,5.2078676,0.18430972,0.22749658933116004,,0.8327032744621345,0.6037887780397072,HCT116,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,2.376373,0.2653134,0.29237409641114825,,0.7187861966231681,0.6503599074016411,HepG2,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,4.9639354,0.18222104,0.21189744945749067,,0.7187861966793547,0.6503599236724527,HepG2,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,3.405341,0.31985858,0.33603780934429145,,0.7475143693135776,0.5501215975990807,IMR-90,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,6.813909,0.2032232,0.23074487535090724,-0.4297121,0.7475143689281967,0.550121574248484,IMR-90,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,6.510468,0.34268212,0.3680497252504339,,0.7525236839710123,0.5375141603144133,DND-41,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,9.251717,0.21828346,0.2670963990908151,,0.7525236841517358,0.5375141200135168,DND-41,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,1.5970025,0.2255168,0.25541642846059553,0.2324774,0.7477388711601258,0.6459425019087609,K562,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,3.7930381,0.15755332,0.19155898131395105,-0.21270636,0.7477388715479969,0.6459425395970547,K562,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,4.0772476,0.3199232,0.3367643604232698,,0.7782152663233276,0.563833782311502,RWPE2,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,6.773143,0.21121298,0.238666348307502,,0.7782152664161012,0.5638337954883624,RWPE2,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,2.2560613,0.26259762,0.2848184884483776,,0.7592632085987403,0.6760917955977792,GM23338,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,4.71204,0.19830509,0.2254826858506935,-0.3836985,0.7592632086351827,0.6760917227087718,GM23338,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,1.542823,0.21430263,0.24431983473886004,,0.7843464339118493,0.6848942717571144,A549,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,3.4230428,0.1497655,0.1860090823186457,,0.7843464341845341,0.6848943063157318,A549,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,1.660343,0.2415003,0.25950659837492446,,0.769329920222751,0.6290042087170953,NCI-H929,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,3.4718843,0.1585072,0.1831606972373655,,0.7693299203974194,0.6290042004329847,NCI-H929,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,3.7095559,0.33189356,0.3433585539060459,-0.07981425,0.7576057855994,0.48857014949465766,HG03575,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,5.6160583,0.17994383,0.2028226619754974,-0.6620345,0.757605785477027,0.4885701895507263,HG03575,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,3.9192636,0.3176425,0.340443706387946,,0.7485308908007579,0.5524338876463815,PC-3,raw,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,6.8653407,0.22853556,0.2608582170614412,-0.5548863,0.7485308907239374,0.5524338481626058,PC-3,scaled,idr,32,datasets/complete/peak_centered/i_3072_w_1/,0.001,mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-918815ij
0,0.693226,0.26481906,0.3097495874628456,,0.5233591092508397,0.3757629570917098,GM21381,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
1,0.8265956,0.26451707,0.32760127596446564,,0.6266728302480588,0.5884416420174657,GM23338,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
2,0.60768515,0.2585345,0.3130205825110693,,0.5886682630074149,0.6184192666496122,HepG2,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
3,1.2616369,0.37269437,0.39891364126982026,,0.5537819342677336,0.4321680377915642,RWPE2,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
4,1.0777748,0.39335418,0.4195530180726954,,0.3988213019164363,0.2594526570121941,HG03575,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
5,0.4179994,0.21910109,0.2795315803368089,,0.625150052190117,0.5822432942032209,K562,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
6,0.919965,0.44101024,0.46792206762236443,,0.4826434855812069,0.3098789566620045,DND-41,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
7,0.70943314,0.23801765,0.31478359793154054,,0.5661673733966446,0.4876242527829581,GM12878,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
8,0.34467873,0.21268946,0.2611422095537429,,0.6650865540961073,0.6393662886053094,A549,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
9,0.724552,0.3595617,0.3854025782338557,,0.6242983562840421,0.4110999553396811,HCT116,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
10,1.1374202,0.41397426,0.44285887982098154,,0.5294047378339888,0.32666711369876644,IMR-90,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
11,0.6144947,0.23524514,0.2873935201666336,,0.5906006282145196,0.48789893042997534,NCI-H929,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
12,0.40554896,0.36549392,0.3880099694013388,,0.5901306720644033,0.43635521425324314,Panc1,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
13,1.5487388,0.40916905,0.463329493437551,,0.4997105082042394,0.28411621168759155,PC-3,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
14,0.9590612,0.38271344,0.42175824704385884,,0.5764155067053908,0.34008455157650846,MCF,raw,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,1.6433803,0.14534445,0.19722314887172385,,0.5233591090497197,0.3757629570725767,GM21381,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
1,1.6102133,0.23173463,0.27377917876699426,,0.6266728305867828,0.5884416420963462,GM23338,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
2,1.4614433,0.22447369,0.27231862169467463,,0.5886682631570687,0.6184192660203338,HepG2,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
3,2.0111113,0.19957836,0.25611467218963163,,0.5537819341046467,0.4321680371581099,RWPE2,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
4,2.0206041,0.16734342,0.21288541909948422,,0.39882130192119114,0.2594526562001868,HG03575,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
5,1.3409873,0.1829899,0.22031078236498766,,0.6251500523146271,0.5822432945636044,K562,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
6,1.8088253,0.19711965,0.26136689233542315,,0.4826434856047163,0.3098789573282835,DND-41,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
7,1.526672,0.18336023,0.24014787744981544,,0.566167373494317,0.48762425271295773,GM12878,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
8,1.3226312,0.17531867,0.2262141245909117,,0.6650865539705962,0.6393662883261316,A549,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
9,1.6929868,0.18433669,0.24946814826626118,,0.6242983561731998,0.41109995527266685,HCT116,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
10,1.8898104,0.25047907,0.30207348950011625,,0.529404737726209,0.32666711396472525,IMR-90,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
11,1.560398,0.16661967,0.2143119472386398,,0.5906006281814022,0.48789893029375064,NCI-H929,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
12,1.3313951,0.18353885,0.23480506222976943,,0.5901306722783367,0.4363552139491228,Panc1,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
13,2.2417092,0.25466597,0.3183747972368689,,0.4997105082288531,0.28411621153595984,PC-3,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
14,1.8924088,0.2243881,0.28982303421968175,,0.5764155065778965,0.34008455141504257,MCF,scaled,whole,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,3.9071786,0.30164322,0.333119896515049,,0.7621110061593371,0.557371413786314,MCF,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,5.9738064,0.22762227,0.2713950305172419,,0.7621110058397657,0.5573715309579315,MCF,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,1.860315,0.23672324,0.26452470540368367,-0.042927943,0.8261965865935369,0.6770658372213717,Panc1,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,4.013689,0.166186,0.20904144506104996,-0.5373812,0.8261965871122636,0.6770658613062995,Panc1,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,2.1079776,0.2376771,0.2701826379000119,0.1077177,0.7834718732787754,0.6495729549085084,GM12878,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,4.396859,0.19262052,0.2274635091272987,-0.29479873,0.7834718733970479,0.649572867605099,GM12878,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,2.6277075,0.2557234,0.2775102169501558,-0.035683453,0.7868919794303959,0.5891837674128106,GM21381,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,4.3300147,0.17110682,0.2065047009957088,-0.60812205,0.7868919793100915,0.5891837674128106,GM21381,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,3.1437922,0.26806962,0.2974673435175126,,0.8368029075973653,0.6093194226505961,HCT116,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,4.8182893,0.19005841,0.23376076000356075,-0.8296614,0.8368029075806848,0.6093194226505961,HCT116,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,2.1574373,0.24718304,0.2787234415137861,,0.7537315353034963,0.6708262701784361,HepG2,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,4.3852916,0.20050469,0.23124497833470098,,0.7537315353352242,0.6708261884857927,HepG2,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,3.122349,0.3013668,0.32134175665627696,,0.7726703086626798,0.5703522932387879,IMR-90,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,6.072324,0.22178894,0.24954806397173734,,0.7726703087574203,0.5703521962062498,IMR-90,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,6.229395,0.3342385,0.36197612495882503,,0.7603401925392546,0.54327194256103,DND-41,raw,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
0,8.835091,0.22090866,0.27092640298559495,,0.7603401924795068,0.5432721226624794,DND-41,scaled,idr,64,datasets/complete/peak_centered/i_3072_w_1/,0.001,pearsonr_mse,bpnet,100,2048,/home/shush/profile/QuantPred/paper_runs/bpnet/bin_loss_40/run-20211013_133018-hztc7wsn
